,Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_.day.m.year..,egg_date,hatch_date,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,egg_mass_final,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes,dev_time,days_alive,yr_post_hatch_mortality
153,EG190_20,NA,,,,CL055_20,E010_M,,,delicata,A-23,A,23,1,DEAD,2020/21,6/11/2020,6/11/2020,NA,,0.159,8,5.97,0.139,0.139,0.125786164,NA,NA,NA,,26/1/2021,"a bit of blood; egg died 26/1/21, but no embryo",NA,NA,NA
154,EG191_20,LD191_20,"""5504""",Box 1.23,f,CL055_20,E010_M,,E011_M/E024_M,delicata,A-28,A,28,0,ALIVE,2020/21,6/11/2020,6/11/2020,4/12/2020,,0.153,7.63,6.1,0.129,0.129,0.156862745,0.095,17.826,22.449,40.275,NA,a bit watery,28,NA,NA
155,EG194_20,LD194_20,"""4003""",Box 1.23,m,CL055_20,E010_M,,EM01,delicata,A-23,A,23,0,ALIVE,2020/21,6/11/2020,6/11/2020,3/12/2020,,0.149,8.05,5.96,0.126,0.126,0.154362416,0.096,17.487,22.364,39.851,NA,,27,NA,NA
157,EG197_20,LG197_20,"""1004""",Box 1.24,f,CL056_20,E003_M,,E015_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,6/11/2020,6/11/2020,29/12/2020,,0.166,9.24,5.64,0.144,0.144,0.13253012,0.146,19.628,24.661,44.289,NA,,53,NA,NA
158,EG198_20,LD198_20,"""0101""",Box 1.26,m,CL057_20,E029_M,,E039_F120,delicata,A-23,A,23,0,ALIVE,2020/21,6/11/2020,6/11/2020,25/12/2020,,0.127,7.76,5.5,0.116,0.116,0.086614173,0.103,18.197,24.073,42.27,NA,,49,NA,NA
159,EG199_20,LD199_20,"""0045""",,m,CL057_20,E029_M,,E049_F120,delicata,A-28,A,28,0,ALIVE,2020/21,6/11/2020,6/11/2020,6/12/2020,,0.125,7.96,5.33,0.108,0.108,0.136,0.103,18.19,23.161,41.351,NA,,30,NA,NA
160,EG202_20,LD202_20,"""4500""",Box 1.24,m,CL058_20,E012_M*,,E022_F120,delicata,A-23,A,23,0,ALIVE,2020/21,6/11/2020,6/11/2020,24/12/2020,,0.144,8.53,5.54,0.117,0.117,0.1875,0.091,16.744,21.88,38.624,NA,,48,NA,NA
161,EG203_20,LD203_20,"""4542""",Box 1.23,,CL058_20,E012_M,,E004_F120,delicata,A-28,A,28,0,ALIVE,2020/21,6/11/2020,6/11/2020,5/12/2020,,0.133,8.07,5.54,0.114,0.114,0.142857143,0.087,16.223,22.558,38.781,NA,,29,NA,NA
164,EG210_20,NA,,,,CL060_20,E009_M,,,delicata,A-23,A,23,1,DEAD,2020/21,6/11/2020,6/11/2020,NA,,0.164,8.24,6.42,0.146,0.146,0.109756098,NA,NA,NA,,18/11/2020,"*clutch of 4, 3 non-fertile; bit watery extraction; egg die 18/11",NA,NA,NA
165,EG211_20,NA,,,,CL061_20,E053_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,7/11/2020,7/11/2020,NA,,0.151,8.79,5.52,0.128,0.128,0.152317881,NA,NA,NA,,18/11/2020,egg die 18/11,NA,NA,NA
166,EG213_20,LG213_20,"""(124)(34)25""",Box 1.24,m,CL061_20,E053_M,,E003_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,7/11/2020,7/11/2020,30/12/2020,,0.148,8.6,5.49,0.127,0.127,0.141891892,0.112,18.379,22.879,41.258,NA,,53,NA,NA
167,EG215_20,LG215_20,"""0340""",Box 1.28,m,CL062_20,E050_M,,,guichenoti,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,11/12/2020,,0.139,8.28,5.46,0.121,0.121,0.129496403,0.112,17.766,25.391,43.157,NA,,34,NA,NA
168,EG216_20,NA,,,,CL062_20,E050_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,7/11/2020,7/11/2020,NA,,0.13,8.36,5.2,0.118,0.118,0.092307692,NA,NA,NA,,5/1/2021,Egg died 5/1/21,NA,NA,NA
169,EG218_20,LG218_20,"""0143""",Box 1.28,m,CL063_20,E050_M,,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,10/12/2020,,0.176,8.61,6.28,0.153,0.153,0.130681818,0.111,16.511,21.502,38.013,NA,,33,NA,NA
170,EG220_20,LG220_20,"""0200""",Box 1.25,f,CL064_20,E050_M,,E068,guichenoti,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,9/12/2020,,0.165,9.08,5.68,0.148,0.148,0.103030303,0.147,19.624,26.892,46.516,NA,,32,NA,NA
172,EG222_20,LG222_20,"""(45)220""",Box 1.25,f,CL065_20,E055_M,,E030_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,7/11/2020,7/11/2020,27/12/2020,,0.235,9.39,6.84,0.208,0.208,0.114893617,0.134,20.412,25.066,45.478,NA,,50,NA,NA
173,EG223_20,LG223_20,"""0504""",Box 1.28,f,CL065_20,E055_M,,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,8/12/2020,,0.137,8.76,5.16,0.12,0.12,0.124087591,0.111,19.03,NA,NA,NA,"photo with LD, not LG",31,NA,NA
174,EG226_20,NA,,,,CL066_20,E049_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/11/2020,7/11/2020,NA,,0.139,8.38,5.54,0.114,0.114,0.179856115,NA,NA,NA,,1/2/2021,"extraction with a bit of blood; egg died 1/02/21, embryo",NA,NA,NA
175,EG227_20,LD227_20,"""*030""",Box 1.24,m,CL066_20,E049_M,,E019_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,5/12/2020,,0.135,8.34,5.67,0.113,0.113,0.162962963,0.088,16.618,22.666,39.284,NA,,28,NA,NA
176,EG231_20,LG231_20,"""(34)002""",Box 1.24,f,CL067_20,E051_M,,E067,guichenoti,A-23,A,23,0,ALIVE,2020/21,7/11/2020,7/11/2020,29/12/2020,,0.151,8.52,5.68,0.127,0.127,0.158940397,0.132,17.929,21.842,39.771,NA,,52,NA,NA
177,EG232_20,NA,,,,CL067_20,E051_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,7/11/2020,7/11/2020,NA,,0.15,8.51,5.65,0.126,0.126,0.16,NA,NA,NA,,16/11/2020,egg die 16/11,NA,NA,NA
178,EG234_20,LG234_20,"""24(24)4""",Box 1.25,,CL068_20,E054_M,,E030_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,7/11/2020,7/11/2020,30/12/2020,,0.224,9.81,6.45,0.196,0.196,0.125,0.151,20.658,NA,NA,NA,tail tip is invisible,53,NA,NA
179,EG235_20,LD235_20,"""1200""",Box 1.26,f,CL069_20,E048_M,,E039_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/11/2020,7/11/2020,23/12/2020,,0.148,8.06,5.76,0.129,0.129,0.128378378,0.103,16.385,23.039,39.424,NA,extraction watery,46,NA,NA
180,EG236_20,LD236_20,"""5002""",Box 1.27,m,CL069_20,E048_M,,E046_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/11/2020,7/11/2020,6/12/2020,,0.152,8.07,5.99,0.131,0.131,0.138157895,0.1,17.935,23.256,41.191,NA,extraction watery,29,NA,NA
181,EG241_20,LD241_20,"""0440""",Box 1.23,f,CL070_20,E026_M,,E011_M/E024_M,delicata,A-23,A,23,0,ALIVE,2020/21,8/11/2020,8/11/2020,25/12/2020,,0.154,7.89,6.03,0.138,0.138,0.103896104,0.112,16.724,24.742,41.466,NA,,47,NA,NA
182,EG242_20,LD242_20,"""1005""",Box 1.24,m,CL070_20,E026_M,,E010_F120,delicata,A-28,A,28,0,ALIVE,2020/21,8/11/2020,8/11/2020,8/12/2020,,0.151,8.28,5.9,0.13,0.13,0.139072848,0.101,17.555,23.529,41.084,NA,,30,NA,NA
183,EG243_20,LD243_20,"""0033""",Box 1.23,,CL070_20,E026_M,,E010_F120,delicata,A-23,A,23,1,DEAD,2020/21,8/11/2020,8/11/2020,25/12/2020,,0.139,7.59,5.79,0.119,0.119,0.143884892,0.099,17.596,22.114,39.71,NA,,47,NA,NA
184,EG245_20,NA,,,,CL071_20,E021_M,,,delicata,A-23,A,23,1,DEAD,2020/21,8/11/2020,8/11/2020,NA,,0.26,10.87,6.56,0.242,0.242,0.069230769,NA,NA,NA,,21/2/2021,egg died 21/2/21; embryo,NA,NA,NA
185,EG246_20,LD246_20,"""1100""",Box 1.28,m,CL071_20,E021_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,8/11/2020,8/11/2020,10/12/2020,,0.23,9.78,6.81,0.205,0.205,0.108695652,0.157,20.163,27.282,47.445,NA,,32,NA,NA
186,EG248_20,LG248_20,"""0014""",Box 1.28,f,CL072_20,E006_M,,E057_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,8/11/2020,8/11/2020,29/12/2020,,0.176,8.66,5.91,0.156,0.156,0.113636364,0.126,19.029,19.42,38.449,NA,,51,NA,NA
187,EG249_20,LG249_20,"""(All)004""",Box 1.23,f,CL072_20,E006_M,NA,E006_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,8/11/2020,8/11/2020,10/12/2020,,0.189,9.28,6.12,0.16,0.16,0.153439153,0.136,20.171,22.912,43.083,NA,,32,NA,NA
188,EG251_20,NA,,,,CL073_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,9/11/2020,9/11/2020,NA,,0.205,9.12,6.34,0.178,0.178,0.131707317,NA,NA,NA,,30/11/2020,egg die 30/11/2020,NA,NA,NA
189,EG253_20,LG253_20,"""5002""",Box 1.26,,CL074_20,E053_M,,E035_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,9/11/2020,9/11/2020,1/1/2021,,0.175,10.07,5.46,0.156,0.156,0.108571429,0.159,NA,NA,,NA,,53,NA,NA
191,EG257_20,LD257_20,"""3033""",Box 1.24,,Cl076_20,E047_M,,E016_M,delicata,A-23,A,23,0,ALIVE,2020/21,9/11/2020,9/11/2020,28/12/2020,,0.121,8.42,4.94,0.105,0.105,0.132231405,0.104,NA,NA,,NA,a bit watery,49,NA,NA
192,EG258_20,LD258_20,"""2010""",Box 1.23,,Cl076_20,E047_M,,E008_F120,delicata,A-28,A,28,0,ALIVE,2020/21,9/11/2020,9/11/2020,8/12/2020,,0.124,8.98,4.91,0.103,0.103,0.169354839,0.091,18.23,23.082,41.312,NA,,29,NA,NA
193,EG260_20,NA,,,,CL077_20,E049_M,,,delicata,A-23,A,23,1,DEAD,2020/21,9/11/2020,9/11/2020,NA,,0.133,8.72,5.16,0.117,0.117,0.120300752,NA,NA,NA,,18/11/2020,egg die 18/11,NA,NA,NA
194,EG261_20,NA,,,,CL077_20,E049_M,,,delicata,A-28,A,28,1,DEAD,2020/21,9/11/2020,9/11/2020,NA,,0.135,8.7,5.28,0.122,0.122,0.096296296,NA,NA,NA,,14/11/2020,egg die 14/11,NA,NA,NA
196,EG265_20,LD265_20,"""3033""",Box 1.26,m,CL078_20,E012_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,10/11/2020,10/11/2020,31/12/2020,,0.168,10.24,5.4,0.149,0.149,0.113095238,0.127,19.101,25.938,45.039,NA,a bit watery,51,NA,NA
197,EG267_20,LD267_20,"""0015""",Box 1.27,f,CL079_20,E031_M,,E046_F120,delicata,A-28,A,28,0,ALIVE,2020/21,10/11/2020,10/11/2020,9/12/2020,,0.15,8.18,5.77,0.131,0.131,0.126666667,0.101,18.683,22.35,41.033,NA,,29,NA,NA
198,EG268_20,LD268_20,"""0053""",Box 1.27,m,CL079_20,E031_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,10/11/2020,10/11/2020,28/12/2020,,0.154,8.53,5.8,0.134,0.134,0.12987013,0.109,NA,NA,,NA,,48,NA,NA
199,EG270_20,LD270_20,"""303(13)""",Box 1.27,f,CL080_20,E028_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,10/11/2020,10/11/2020,8/12/2020,,0.211,9.14,6.52,0.179,0.179,0.151658768,0.107,18.23,25.057,43.287,NA,,28,NA,NA
200,EG273_20,NA,,,,CL081_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,11/11/2020,11/11/2020,NA,,0.134,8.52,5.39,0.119,0.119,0.111940299,NA,NA,NA,,18/11/2020,egg die 18/11,NA,NA,NA
201,EG274_20,LG274_20,"""4020""",Box 1.25,,CL081_20,E052_M,,E028_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/11/2020,11/11/2020,12/12/2020,,0.143,8.42,5.45,0.125,0.125,0.125874126,0.113,18.151,23.868,42.019,NA,a bit watery,31,NA,NA
202,EG276_20,LG276_20,"""1005""",Box 1.25,m,CL082_20,E051_M,,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/11/2020,11/11/2020,11/12/2020,,0.18,9.07,6.03,0.154,0.154,0.144444444,0.122,18.974,24.838,43.812,NA,,30,NA,NA
203,EG278_20,NA,,,,CL083_20,E049_M,,,delicata,A-28,A,28,1,DEAD,2020/21,11/11/2020,11/11/2020,NA,,0.127,8.97,5.05,0.117,0.117,0.078740157,NA,NA,NA,,18/12/2020,a bit watery; Egg died 18/12/20; embryo,NA,NA,NA
204,EG279_20,NA,,,,CL083_20,E049_M,,,delicata,A-23,A,23,1,DEAD,2020/21,11/11/2020,11/11/2020,NA,,0.128,8.64,5.15,0.108,0.108,0.15625,NA,NA,NA,,18/12/2020,egg die 18/11,NA,NA,NA
205,EG281_20,LD281_20,"""3040""",Box 1.25,,CL084_20,E048_M,,E025_F120,delicata,A-28,A,28,0,ALIVE,2020/21,11/11/2020,11/11/2020,11/12/2020,,0.124,8.17,5.23,0.104,0.104,0.161290323,0.094,17.758,20.583,38.341,NA,,30,NA,NA
206,EG282_20,LD282_20,"""2005""",Box 1.24,f,CL084_20,E048_M,,E019_F120,delicata,A-23,A,23,0,ALIVE,2020/21,11/11/2020,11/11/2020,29/12/2020,,0.127,8.51,5.27,0.106,0.106,0.165354331,0.093,17.119,21.215,38.334,NA,,48,NA,NA
207,EG285_20,NA,,,,CL085_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,11/11/2020,11/11/2020,NA,,0.128,8.23,5.3,0.11,0.11,0.140625,NA,NA,NA,,24/11/2020,egg die 24/11,NA,NA,NA
208,EG286_20,LD286_20,"""4500""",Box 1.26,m,CL085_20,E067_M,,E048_F120,delicata,A-28,A,28,0,ALIVE,2020/21,11/11/2020,11/11/2020,11/12/2020,,0.128,8.22,5.3,0.109,0.109,0.1484375,0.081,17.76,22.6,40.36,NA,,30,NA,NA
210,EG289_20,LD289_20,"""3032""",Box1.26,f,CL086_20,E011_M,,E038_F120,delicata,A-28,A,28,0,ALIVE,2020/21,12/11/2020,12/11/2020,8/12/2020,,0.192,8.56,6.36,0.172,0.172,0.104166667,0.114,18.995,24.694,43.689,NA,a bit watery,26,NA,NA
211,EG292_20,LD292_20,"""3001""",Box 1.25,m,CL087_20,E008_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,12/11/2020,12/11/2020,30/12/2020,,0.157,8.77,5.64,0.137,0.137,0.127388535,0.118,18.077,25.496,43.573,NA,,48,NA,NA
212,EG293_20,LD293_20,"""5030""",Box 1.28,m,CL087_20,E008_M,,E052_F120,delicata,A-28,A,28,0,ALIVE,2020/21,12/11/2020,12/11/2020,11/12/2020,,0.141,8.73,5.38,0.122,0.122,0.134751773,0.113,18.066,23.988,42.054,NA,"photo with LG, not LD",29,NA,NA
213,EG296_20,LG296_20,"""4110""",Box 1.24,,CL088_20,E005_M,,E015_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,12/11/2020,12/11/2020,15/12/2020,,0.153,8.21,5.78,0.13,0.13,0.150326797,0.107,18.493,21.905,40.398,NA,,33,NA,NA
214,EG298_20,NA,,,,CL089_20,E050_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,13/11/2020,13/11/2020,NA,,0.233,9.62,6.67,0.209,0.209,0.103004292,NA,NA,NA,,12/12/2020,egg died 12/12/20,NA,NA,NA
215,EG299_20,LG299_20,"""4040""",Box 1.28,f,CL089_20,E050_M,,E056_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,13/11/2020,13/11/2020,13/12/2020,,0.241,10.16,6.7,0.212,0.212,0.12033195,0.167,20.079,26.587,46.666,NA,,30,NA,NA
216,EG301_20,LG301_20,"""3200""",Box 1.28,f,CL090_20,E050_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/11/2020,13/11/2020,6/1/2021,,0.148,8.5,5.63,0.13,0.13,0.121621622,0.121,18.169,24.726,42.895,NA,,54,NA,NA
217,EG302_20,NA,,,,CL090_20,E050_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,13/11/2020,13/11/2020,NA,,0.171,8.71,6.11,0.148,0.148,0.134502924,NA,NA,NA,,30/11/2020,egg die 30/11/2020,NA,NA,NA
218,EG304_20,LG304_20,"""0330""",Box 1.24,m,CL091_20,E054_M,,E068,guichenoti,A-28,A,28,0,ALIVE,2020/21,13/11/2020,13/11/2020,12/12/2020,,0.198,9.05,6.3,0.172,0.172,0.131313131,0.121,18.535,23.426,41.961,NA,,29,NA,NA
219,EG307_20,LG307_20,"""(45)010""",Box 1.25,f,CL092_20,E052_M,,E026_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/11/2020,13/11/2020,3/1/2021,,0.176,8.89,5.97,0.152,0.152,0.136363636,0.137,19.085,25.311,44.396,NA,,51,NA,NA
220,EG308_20,NA,,,,CL092_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,13/11/2020,13/11/2020,NA,,0.183,9.08,6.06,0.161,0.161,0.120218579,NA,NA,NA,,5/1/2021,egg died 5/1/21,NA,NA,NA
221,EG309_20,NA,,,,CL092_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,13/11/2020,13/11/2020,NA,,0.173,9.02,5.66,0.16,0.16,0.075144509,NA,NA,NA,,18/11/2020,egg die 18/11,NA,NA,NA
222,EG311_20,LD311_20,"""*050""",Box 1.24,m,CL093_20,E046_M,,E020_F120,delicata,A-23,A,23,0,ALIVE,2020/21,13/11/2020,13/11/2020,31/12/2020,,0.122,7.78,5.11,0.108,0.108,0.114754098,0.11,17.717,23.573,41.29,NA,,48,NA,NA
223,EG312_20,LD312_20,"""3004""",Box 1.25,m,CL093_20,E046_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,13/11/2020,13/11/2020,13/12/2020,,0.13,8.45,5.03,0.114,0.114,0.123076923,0.092,17.876,22.856,40.732,NA,,30,NA,NA
224,EG314_20,LG314_20,"""0340""",Box 1.25,,CL094_20,E001_M,,E026_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,14/11/2020,14/11/2020,3/1/2021,,0.164,8.72,5.78,0.144,0.144,0.12195122,0.101,17.903,21.327,39.23,NA,,50,NA,NA
225,EG315_20,LG315_20,"""2002""",Box 1.24,f,CL094_20,E001_M,,E015_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,14/11/2020,14/11/2020,15/12/2020,,0.171,8.58,6.04,0.149,0.149,0.128654971,0.106,18.054,23.857,41.911,NA,"photo with LD, not LG",31,NA,NA
226,EG316_20,LG316_20,"""(2345)45(245)""",Box 1.25,f,CL095_20,E054_M,NA,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,19/12/2020,,0.166,8.71,5.68,0.146,0.146,0.120481928,0.122,18.277,26.42,44.697,NA,,33,NA,NA
227,EG319_20,LG319_20,"""2040""",Box 1.28,m,CL095_20,E054_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,4/1/2021,,0.172,8.6,6.11,0.152,0.152,0.11627907,0.126,19.791,24.656,44.447,NA,,49,NA,NA
228,EG320_20,LG320_20,"""(34)310""",Box 1.23,m,CL095_20,E054_M,NA,E065,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,19/12/2020,,0.185,8.85,6.01,0.161,0.161,0.12972973,0.109,17.406,23.187,40.593,NA,,33,NA,NA
229,EG323_20,LG323_20,"""(All)204""",Box 1.26,m,CL095_20,E054_M,,E0.,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,5/1/2021,,0.128,8.57,5.05,0.111,0.111,0.1328125,0.102,18.726,23.601,42.327,NA,,50,NA,NA
230,EG324_20,LG324_20,"""4331""",Box 1.23,m,CL096_20,E053_M,,E065,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,18/12/2020,,0.135,8.04,5.45,0.118,0.118,0.125925926,0.116,18.832,23.921,42.753,NA,,32,NA,NA
231,EG327_20,NA,,,,CL096_20,E053_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,16/11/2020,16/11/2020,NA,,0.156,8.68,5.46,0.135,0.135,0.134615385,NA,NA,NA,,16/1/2021,"died, full embryo 16 Jan 2021",NA,NA,NA
232,EG328_20,LG328_20,"""0530""",Box 1.26,m,CL096_20,E053_M,,E031_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,7/1/2021,,0.132,8.19,5.33,0.116,0.116,0.121212121,0.123,18.576,24.002,42.578,NA,,52,NA,NA
234,EG330_20,LD330_20,"""1500""",Box 1.27,m,CL097_20,E047_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,16/12/2020,,0.103,8.52,4.6,0.093,0.093,0.097087379,0.077,15.794,22.472,38.266,NA,,30,NA,NA
235,EG333_20,LD333_20,"""(345)304""",Box 1.25,m,CL097_20,E047_M,,E029_F120,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,2/1/2021,,0.101,8.21,4.57,0.087,0.087,0.138613861,0.083,15.855,20.291,36.146,NA,,47,NA,NA
236,EG334_20,LD334_20,"""2030""",Box 1.27,m,CL098_20,E067_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,15/12/2020,,0.116,8.15,5.05,0.101,0.101,0.129310345,0.089,17.419,19.213,36.632,NA,,29,NA,NA
238,EG338_20,LG338_20,"""1004""",Box 1.28,f,CL099_20,E056_M,,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,18/12/2020,,0.211,8.81,6.69,0.183,0.183,0.132701422,0.156,18.966,25.865,44.831,NA,a bit watery,32,NA,NA
239,EG343_20,LD343_20,"""0305""",Box 1.26,f,CL100_20,E048_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,31/12/2020,,0.162,8.78,5.7,0.148,0.148,0.086419753,0.123,18.498,26.495,44.993,NA,a bit watery,45,NA,NA
240,EG344_20,LD344_20,"""1010""",Box 1.27,f,CL100_20,E048_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,14/12/2020,,0.169,8.67,6.1,0.152,0.152,0.100591716,0.135,18.977,25.417,44.394,NA,a bit watery,28,NA,NA
241,EG346_20,LD346_20,"""0035""",Box 1.27,m,CL101_20,E046_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,16/11/2020,16/11/2020,31/12/2020,,0.132,8.3,5.35,0.112,0.112,0.151515152,0.084,16.52,18.93,35.45,NA,,45,NA,NA
242,EG347_20,LD347_20,"""0503""",Box 1.27,f,CL101_20,E046_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,16/11/2020,16/11/2020,14/12/2020,,0.141,8.48,5.59,0.12,0.12,0.14893617,0.087,17.307,20.626,37.933,NA,,28,NA,NA
243,EG350_20,LD350_20,"""5000""",Box 1.26,,CL102_20,E016_M,,E038_F120,delicata,A-23,A,23,0,ALIVE,2020/21,17/11/2020,17/11/2020,4/1/2021,,0.126,7.44,5.7,0.111,0.111,0.119047619,0.089,18.04,19.64,37.68,NA,,48,NA,NA
244,EG351_20,LD351_20,"""3100""",Box 1.26,f,CL102_20,E016_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,17/11/2020,17/11/2020,2/1/2021,,0.118,7.73,5.44,0.102,0.102,0.13559322,0.087,15.925,18.062,33.987,NA,,46,NA,NA
246,EG355_20,LD355_20,"""0023""",Box 1.27,m,CL103_20,E031_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,17/11/2020,17/11/2020,16/12/2020,,0.162,7.85,6.19,0.139,0.139,0.141975309,0.108,16.672,22.681,39.353,NA,,29,NA,NA
247,EG358_20,LD358_20,"""040(35)""",Box 1.25,f,CL104_20,E049_M,,E022_F120,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,18/11/2020,3/1/2021,,0.116,8.28,4.9,0.102,0.102,0.120689655,0.107,18.373,23.661,42.034,NA,,46,NA,NA
248,EG359_20,LD359_20,"""4401""",Box 1.28,,CL104_20,E049_M,,E033_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,18/11/2020,17/12/2020,,0.129,7.72,5.62,0.114,0.114,0.11627907,0.088,16.27,20.265,36.535,NA,,29,NA,NA
249,EG360_20,LD360_20,"""0202""",Box 1.28,f,CL104_20,E049_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,18/11/2020,3/1/2021,,0.122,7.94,5.44,0.106,0.106,0.131147541,0.081,16.07,19.829,35.899,NA,a bit watery,46,NA,NA
250,EG361_20,LD361_20,"""4005""",Box 1.23,f,CL104_20,E049_M,,E008_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,18/11/2020,18/12/2020,,0.131,8.43,5.45,0.112,0.112,0.145038168,0.088,17.103,20.875,37.978,NA,,30,NA,NA
251,EG364_20,LD364_20,"""2004""",Box 1.27,m,CL105_20,E067_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,18/11/2020,31/12/2020,,0.132,8.36,5.36,0.113,0.113,0.143939394,0.085,17.431,20.795,38.226,NA,,43,NA,NA
252,EG365_20,LD365_20,"""3302""",Box 1.24,m,CL105_20,E067_M,,E018_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,18/11/2020,15/12/2020,,0.139,8.92,5.22,0.119,0.119,0.143884892,0.093,16.949,20.927,37.876,NA,,27,NA,NA
253,EG367_20,NA,,,,CL106_20,E050_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,18/11/2020,18/11/2020,NA,,0.189,8.66,6.19,0.172,0.172,0.08994709,NA,NA,NA,,7/1/2021,egg died 7/1/21; embryo,NA,NA,NA
254,EG368_20,LG368_20,"""0430""",Box 1.25,f,CL107_20,E054_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,18/11/2020,18/11/2020,18/12/2020,,0.14,7.73,5.68,0.119,0.119,0.15,0.086,16.15,22.675,38.825,NA,,30,NA,NA
255,EG370_20,LD370_20,"""0002""",Box 1.26,m,CL108_20,E048_M,,E041_F120,delicata,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,5/1/2021,,0.124,8.24,5.23,0.109,0.109,0.120967742,0.097,17.663,23.132,40.795,NA,,46,NA,NA
256,EG371_20,NA,,,,CL108_20,E048_M,,,delicata,A-28,A,28,1,DEAD,2020/21,20/11/2020,20/11/2020,NA,,0.126,8.71,4.87,0.108,0.108,0.142857143,NA,NA,NA,,15/12/2020,"Egg died, 15/12/20 embryo inside",NA,NA,NA
